,depth,title,section,sentence
219,1,Internet bot,Social bots,"Reports of political interferences in recent elections, including the 2016 US and 2017 UK general elections, have set the notion of botting being more prevalent because of the ethics that is challenged between the bot's design and the bot's designer."
220,1,Internet bot,Social bots,"According to Emilio Ferrara, a computer scientist from the University of Southern California reporting on Communications of the ACM, the lack of resources available to implement fact-checking and information verification results in the large volumes of false reports and claims made on these bots in social media platforms."
221,1,Internet bot,Social bots,"In the case of Twitter, most of these bots are programmed with searching filter capabilities that target key words and phrases that reflect in favor and against political agendas and retweet them."
222,1,Internet bot,Social bots,"While the attention of bots is programmed to spread unverified information throughout the social media platform, it is a challenge that programmers face in the wake of a hostile political climate."
223,1,Internet bot,Social bots,Binary functions are designated to the programs and using an Application Program interface embedded in the social media website executes the functions tasked.
224,1,Internet bot,Social bots,The Bot Effect is what Ferrera reports as when the socialization of bots and human users creates a vulnerability to the leaking of personal information and polarizing influences outside the ethics of the bot's code.
225,1,Internet bot,Social bots,"According to Guillory Kramer in his study, he observes the behavior of emotionally volatile users and the impact the bots have on the users, altering the perception of reality."
226,1,Internet bot,Commercial bots,There has been a great deal of controversy about the use of bots in an automated trading function.
227,1,Internet bot,Commercial bots,Auction website eBay has been to court in an attempt to suppress a third-party company from using bots to traverse their site looking for bargains; this approach backfired on eBay and attracted the attention of further bots.
228,1,Internet bot,Commercial bots,"The United Kingdom-based bet exchange Betfair saw such a large amount of traffic coming from bots that it launched a WebService API aimed at bot programmers, through which it can actively manage bot interactions.
"
229,1,Internet bot,Commercial bots,"Bot farms are known to be used in online app stores, like the Apple App Store and Google Play, to manipulate positions or to increase positive ratings/reviews."
230,1,Internet bot,Commercial bots,"A rapidly growing, benign, form of internet bot is the chatbot."
231,1,Internet bot,Commercial bots,"From 2016, when Facebook Messenger allowed developers to place chatbots on their platform, there has been an exponential growth of their use on that forum alone."
232,1,Internet bot,Commercial bots,"30,000 bots were created for Messenger in the first six months, rising to 100,000 by September 2017."
233,1,Internet bot,Commercial bots,"Avi Ben Ezra, CTO of SnatchBot, told Forbes that evidence from the use of their chatbot building platform pointed to a near future saving of millions of hours of human labour as 'live chat' on websites was replaced with bots."
234,1,Internet bot,Commercial bots,Companies use internet bots to increase online engagement and streamline communication.
235,1,Internet bot,Commercial bots,"Companies often use bots to cut down on cost, instead of employing people to communicate with consumers, companies have developed new ways to be efficient."
236,1,Internet bot,Commercial bots,These chatbots are used to answer customers' questions.
237,1,Internet bot,Commercial bots,"For example, Domino's has developed a chatbot that can take orders via Facebook Messenger."
238,1,Internet bot,Commercial bots,Chatbots allow companies to allocate their employees' time to more important things.
239,1,Internet bot,Malicious bots,"A malicious use of bots is the coordination and operation of an automated attack on networked computers, such as a denial-of-service attack by a botnet."
240,1,Internet bot,Malicious bots,Internet bots can also be used to commit click fraud and more recently have seen usage around MMORPG games as computer game bots.
241,1,Internet bot,Malicious bots,"A spambot is an internet bot that attempts to spam large amounts of content on the Internet, usually adding advertising links."
242,1,Internet bot,Malicious bots,"More than 94.2% of websites have experienced a bot attack.
"
243,1,Internet bot,Malicious bots,There are malicious bots (and botnets) of the following types:
244,1,Internet bot,Malicious bots,"Spambots that harvest email addresses from contact or guestbook pages
Downloader programs that suck bandwidth by downloading entire websites
Website scrapers that grab the content of websites and re-use it without permission on automatically generated doorway pages
Registration bots which sign up a specific email address to a large number of services in order to have the confirmation messages flood the email inbox and distract from important messages indicating a security breach.
"
245,1,Internet bot,Malicious bots,"Viruses and worms
DDoS attacks
Botnets, zombie computers, etc.
"
246,1,Internet bot,Malicious bots,"Spambots that try to redirect people onto a malicious website, sometimes found in comment sections or forums of various websites."
247,1,Internet bot,Malicious bots,"Bots are also used to buy up good seats for concerts, particularly by ticket brokers who resell the tickets."
248,1,Internet bot,Malicious bots,Bots are employed against entertainment event-ticketing sites.
249,1,Internet bot,Malicious bots,The bots are used by ticket brokers to unfairly obtain the best seats for themselves while depriving the general public of also having a chance to obtain the good seats.
250,1,Internet bot,Malicious bots,"The bot runs through the purchase process and obtains better seats by pulling as many seats back as it can.
"
251,1,Internet bot,Malicious bots,"Bots are often used in Massively Multiplayer Online Roleplaying Games to farm for resources that would otherwise take significant time or effort to obtain; this is a concern for most online in-game economies.
"
252,1,Internet bot,Malicious bots,"Bots are also used to increase views for YouTube videos.
"
253,1,Internet bot,Malicious bots,Bots are used to increase traffic counts on analytics reporting to extract money from advertisers.
254,1,Internet bot,Malicious bots,"A study by comScore found that 54 percent of display ads shown in thousands of campaigns between May 2012 and February 2013 never appeared in front of a human being.
in 2012, reporter Percy von Lipinski reported that he discovered millions of bot or botted or pinged views at CNN iReport."
255,1,Internet bot,Malicious bots,CNN iReport quietly removed millions of views from the account of so-called superstar iReporter Chris Morrow.
256,1,Internet bot,Malicious bots,"It is not known if the ad revenue received by CNN from the fake views was ever returned to the advertisers.
"
257,1,Internet bot,Malicious bots,Bots may be used on internet forums to automatically post inflammatory or nonsensical posts to disrupt the forum and anger users.
258,1,Internet bot,Malicious bots,"The most widely used anti-bot technique is the use of CAPTCHA, which is a form of Turing test used to distinguish between a human user and a less-sophisticated AI-powered bot, by the use of graphically-encoded human-readable text."
259,1,Internet bot,Malicious bots,"Examples of providers include Recaptcha, and commercial companies such as Minteye, Solve Media, and NuCaptcha."
260,1,Internet bot,Malicious bots,"Captchas, however, are not foolproof in preventing bots as they can often be circumvented by computer character recognition, security holes, and even by outsourcing captcha solving to cheap laborers."
261,1,Internet bot,Helpful bots,Companies and customers can benefit from internet bots.
262,1,Internet bot,Helpful bots,Internet bots are allowing customers to communicate with companies without having to communicate with a person.
263,1,Internet bot,Helpful bots,"KLM Royal Dutch Airlines has produced a chatbot that allows customers to receive boarding passes, check in reminders, and other information that is needed for a flight."
264,1,Internet bot,Helpful bots,Companies have made chatbots that can benefit customers.
265,1,Internet bot,Helpful bots,"Customer engagement has grown since these chatbots have been developed.
"
266,1,Internet bot,Helpful bots,Chat bots are used on a daily basis.
267,1,Internet bot,Helpful bots,Google Assistant and Siri are considered forms of chat bots.
268,1,Internet bot,Helpful bots,Google Assistant and Siri allow people to ask questions and get a response using an AI system.
269,1,Internet bot,Helpful bots,These technological advances are positively benefiting people's daily lives.
270,2,Web brigades,Background,"State sponsored online sockpuppetry and manipulation of online views is practiced by several countries, in particular by Russia, China, United States, United Kingdom, Israel, Turkey, Iran, Vietnam, India and Ukraine."
271,2,Web brigades,Background,"The earliest documented allegations of the existence of ""web brigades"" appear to be in the April 2003 Vestnik Online article ""The Virtual Eye of Big Brother"" by French journalist Anna Polyanskaya (a former assistant to assassinated Russian politician Galina Starovoitova) and two other authors, Andrey Krivov and Ivan Lomako."
272,2,Web brigades,Background,"The authors claim that up to 1998, contributions to forums on Russian Internet sites (Runet) predominantly reflected liberal and democratic values, but after 2000, the vast majority of contributions reflected totalitarian values."
273,2,Web brigades,Background,This sudden change was attributed to the appearance of teams of pro-Russian commenters who appeared to be organized by the Russian state security service.
274,2,Web brigades,Background,"According to the authors, about 70% of Russian Internet posters were of generally liberal views prior to 1998–1999, while a surge of ""antidemocratic"" posts (about 60–80%) suddenly occurred at many Russian forums in 2000."
275,2,Web brigades,Background,"This could also be a reflection to the fact that access to Internet among the general Russian population soared during this time, which was until then accessible only to some sections of the society.
"
276,2,Web brigades,Background,"In January 2012, a hacktivist group calling itself the Russian arm of Anonymous published a massive collection of email allegedly belonging to former and present leaders of the pro-Kremlin youth organization Nashi (including a number of government officials)."
277,2,Web brigades,Background,Journalists who investigated the leaked information found that the pro-Kremlin movement had engaged in a range of activities including paying commentators to post content and hijacking blog ratings in the fall of 2011.
278,2,Web brigades,Background,"The e-mails indicated that members of the ""brigades"" were paid 85 rubles (about US$3) or more per comment, depending on whether the comment received replies."
279,2,Web brigades,Background,"Some were paid as much as 600,000 roubles (about US$21,000) for leaving hundreds of comments on negative press articles on the internet, and were presented with iPads."
280,2,Web brigades,Background,A number of high-profile bloggers were also mentioned as being paid for promoting Nashi and government activities.
281,2,Web brigades,Background,"The Federal Youth Agency, whose head (and the former leader of Nashi)"
282,2,Web brigades,Background,"Vasily Yakemenko was the highest-ranking individual targeted by the leaks, refused to comment on the authenticity of the e-mails."
283,2,Web brigades,Background,"In 2013, a Freedom House report stated that 22 of 60 countries examined have been using paid pro-government commentators to manipulate online discussions, and that Russia has been at the forefront of this practice for several years, along with China and Bahrain.  "
284,2,Web brigades,Background,"In the same year, Russian reporters investigated the St. Petersburg Internet Research Agency, which employs at least 400 people."
285,2,Web brigades,Background,"They found that the agency covertly hired young people as ""Internet operators"" paid to write pro-Kremlin postings and comments, smearing opposition leader Alexei Navalny and U.S. politics and culture.

"
286,2,Web brigades,Background,Some Russian opposition journalists state that such practices create a chilling effect on the few independent media outlets remaining in the country.
287,2,Web brigades,Background,"Further investigations were performed by Russian opposition newspaper Novaya Gazeta and Institute of Modern Russia in 2014–15, inspired by the peak of activity of the pro-Russian brigades during the Ukrainian conflict and assassination of Boris Nemtsov."
288,2,Web brigades,Background,"The effort of using ""troll armies"" to promote Putin's policies is reported to be a multimillion-dollar operation."
289,2,Web brigades,Background,"According to an investigation by the British Guardian newspaper, the flood of pro-Russian comments is part of a coordinated ""informational-psychological war operation""."
290,2,Web brigades,Background,"One Twitter bot network was documented to use more than 20,500 fake Twitter accounts to spam negative comments after the death of Boris Nemtsov and events related to the Ukrainian conflict."
291,2,Web brigades,Background,"An article based on the original Polyanskaya article, authored by the Independent Customers' Association, was published in May 2008 at Expertiza."
292,2,Web brigades,Background,Ru.
293,2,Web brigades,Background,"In this article the term web brigades is replaced by the term Team ""G"".During his presidency, Donald Trump retweeted a tweet from an account operated by the Russians."
294,2,Web brigades,Methods,Web brigades commentators sometimes leave hundreds of postings a day that criticize the country's opposition and promote Kremlin-backed policymakers.
295,2,Web brigades,Methods,"Commentators simultaneously react to discussions of ""taboo"" topics, including the historical role of Soviet leader Joseph Stalin, political opposition, dissidents such as Mikhail Khodorkovsky, murdered journalists, and cases of international conflict or rivalry (with countries such as Estonia, Georgia, and Ukraine, but also with the foreign policies of the United States and the European Union)."
296,2,Web brigades,Methods,"Prominent journalist and Russia expert Peter Pomerantsev believes Russia's efforts are aimed at confusing the audience, rather than convincing it."
297,2,Web brigades,Methods,"He states that they cannot censor information but can ""trash it with conspiracy theories and rumours"".To avert suspicions, the users sandwich political remarks between neutral articles on travelling, cooking and pets."
298,2,Web brigades,Methods,"They overwhelm comment sections of media to render meaningful dialogue impossible.
"
299,2,Web brigades,Methods,"A collection of leaked documents, published by Moy Rayon, suggests that work at the ""troll den"" is strictly regulated by a set of guidelines."
300,2,Web brigades,Methods,"Any blog post written by an agency employee, according to the leaked files, must contain ""no fewer than 700 characters"" during day shifts and ""no fewer than 1,000 characters"" on night shifts."
301,2,Web brigades,Methods,Use of graphics and keywords in the post's body and headline is also mandatory.
302,2,Web brigades,Methods,"In addition to general guidelines, bloggers are also provided with ""technical tasks"" – keywords and talking points on specific issues, such as Ukraine, Russia's internal opposition and relations with the West."
303,2,Web brigades,Methods,"On an average working day, the workers are to post on news articles 50 times."
304,2,Web brigades,Methods,Each blogger is to maintain six Facebook accounts publishing at least three posts a day and discussing the news in groups at least twice a day.
305,2,Web brigades,Methods,"By the end of the first month, they are expected to have won 500 subscribers and get at least five posts on each item a day."
306,2,Web brigades,Methods,"On Twitter, the bloggers are expected to manage 10 accounts with up to 2,000 followers and tweet 50 times a day."
307,2,Web brigades,Methods,"In 2015, Lawrence Alexander disclosed a network of propaganda websites sharing the same Google Analytics identifier and domain registration details, allegedly run by Nikita Podgorny from Internet Research Agency."
308,2,Web brigades,Methods,"The websites were mostly meme repositories focused on attacking Ukraine, Euromaidan, Russian opposition and Western policies."
309,2,Web brigades,Methods,"Other websites from this cluster promoted president Putin and Russian nationalism, and spread alleged news from Syria presenting anti-Western and pro-Bashar al-Assad viewpoints."
310,2,Web brigades,Methods,"In August 2015, Russian researchers correlated Google search statistics of specific phrases with their geographic origin, observing increases in specific politically loaded phrases (such as ""Poroshenko"", ""Maidan"", ""sanctions"") starting from 2013 and originating from very small, peripheral locations in Russia, such as Olgino, which also happens to be the headquarters of the Internet Research Agency company."
311,2,Web brigades,Methods,The  Internet Research Agency also appears to be the primary sponsor of an anti-Western exhibition Material Evidence.
312,2,Web brigades,Methods,"Since 2015, Finnish reporter Jessikka Aro has inquired into web brigades and Russian trolls."
313,2,Web brigades,Methods,"In addition, Western journalists have referred to the phenomenon and have supported traditional media."
314,2,Web brigades,Methods,"In May 2019, it was reported that a study from the George Washington University found that Russian Twitter bots had tried to inflame the United States' anti-vaccination debate by posting opinions on both sides in 2018.In June 2019 a group of 12 editors introducing coordinated pro-government and anti-opposition bias was blocked on the Russian-language Wikipedia."
315,2,Web brigades,Methods,In July 2019 two operatives of the Internet Research Agency were detained in Libya and charged with attempting to  influence local elections.
316,2,Web brigades,Methods,"They were reportedly employees of Alexander Malkevich, manager of USA Really, a propaganda website."
317,2,Web brigades,#WalkAway,"The WalkAway campaign is a hashtag introduced by American political activist Brandon Straka in a viral video promoting the idea that members of the Democratic Party should ""walk away"" from the Party due to its political stances."
318,2,Web brigades,#WalkAway,This online campaign was swiftly supported by Russian bots.
319,2,Web brigades,Literature,"Jolanta Darczewska: The Anatomy of Russian Information Warfare: The Crimean Operation, a Case Study."
320,2,Web brigades,Literature,"Centre for Eastern Studies, Warsaw 2014, ISBN 978-83-62936-45-8 (PDF)
Peter Pomerantsev & Michael Weiss:"
321,2,Web brigades,Literature,"The Menace of Unreality: How the Kremlin Weaponizes Information, Culture and Money."
322,2,Web brigades,Literature,"The Institute of Modern Russia, New York 2014 (PDF)"
323,2,Votebots,Techniques used,The WWW is built on HTTP protocol to transfer information.
324,2,Votebots,Techniques used,"To imitate legitimate user behavior, such as voting in an online poll, the attacker sends a HTTP request to particular server hosting the poll."
325,2,Votebots,Target analysis,"Analyzing the target, or the voting project, should be done before actually building the votebot."
326,2,Votebots,Target analysis,"When handling a voting website for example, one needs to do some webpage analysis on the target, extracting the request URL of the voting action as well as some HTTP header settings to cheat the website.
"
327,2,Votebots,Target analysis,"There are lots of tools which help people to analyze the web, such as Firebug and httpanalyzer."
328,2,Votebots,Target analysis,"One can trace the voting process of HTTP packages by these tools and find the right voting target and some simple protecting tricks used by websites, such as referrer verification."
329,2,Votebots,Preparation,"Before sending requests, the attacker must carefully analyze the target and identify potential attack vectors."
330,2,Votebots,Preparation,"During analysis, the attacker must determine if HTTP sessions (maintained via cookies) are necessary to consider or not."
331,2,Votebots,Preparation,"For example, an online poll could require a session so that only authorized users can vote."
332,2,Votebots,HTTP request,"Crafting an HTTP request defines how an actual user would behave based on parameters defined in the request.
"
333,2,Votebots,HTTP request,"Two HTTP request methods are useful in voting, POST and PUT."
334,2,Votebots,HTTP request,"Request methods are simply different ways to send data to a certain endpoint (i.e., a poll about ""How Many Users Like The Votebots Article?"").  "
335,2,Votebots,HTTP request,"The below is a simple Python example using httplib2 to send messages (cited from httplib2 wiki):

>>"
336,2,Votebots,HTTP request,> from httplib2 import
337,2,Votebots,HTTP request,"Http
>"
338,2,Votebots,HTTP request,">> from urllib import urlencode
"
339,2,Votebots,HTTP request,"h = Http()
>"
340,2,Votebots,HTTP request,>> data =
341,2,Votebots,HTTP request,"dict(name=""Joe"", comment=""A test comment"")
"
342,2,Votebots,HTTP request,">> resp, content = h.request(""http://bitworking.org/news/223/Meet-Ares"", ""POST"", urlencode(data))
"
343,2,Votebots,HTTP request,">> resp
"
344,2,Votebots,HTTP request,"{'status': '200', 'transfer-encoding'"
345,2,Votebots,HTTP request,": 'chunked', 'vary': 'Accept-Encoding,User-Agent',
 'server': 'Apache', 'connection': 'close', 'date': 'Tue, 31 Jul 2007 15:29:52 GMT',
 'content-type': 'text/html'}"
346,2,Votebots,Human action simulation,"In many voting projects, developers try to distinguish the bots from legal users."
347,2,Votebots,Human action simulation,"They may use the strategy talked about below, and the votebots try to bypass their barriers or detecting methods to successfully vote at the website.
"
348,2,Votebots,Human action simulation,"For example, some websites restrict the number of votes one IP address can make in a time period."
349,2,Votebots,Human action simulation,"Votebots can bypass this rule by proxy its IP address frequently to cheat the website.
"
350,2,Votebots,Human action simulation,"Another frequently used strategy is to analyze the account created by a votebot to tell any difference from the normal accounts created by human beings, or to analyze the action history of accounts in the system to find out potential votebots creating ones."
351,2,Votebots,Human action simulation,"Votebots, on the other hand, try to simulate human action such as logging in and out as well as sharing some articles in some social network service before voting."
352,2,Votebots,Usual target,YouTube is reported to be a big victim of votebots.
353,2,Votebots,Usual target,"Many small, temporary voting projects are also usual target of votebots."
354,2,Votebots,Usual target,"Many people try to program or buy malicious scripts to vote for themselves in some processes, and it is hard to count the number of attacks that happen every day."
355,2,Votebots,Anti-VoteBot,"As talked above, web developers want to distinguish votebot from legal voting users in voting projects."
356,2,Votebots,Anti-VoteBot,"Normal ways includes IP checking, account-handling, Turing test (e.g. CAPTCHA) and account action analysis."
357,3,Spambot,E-mail spambots,E-mail spambots harvest
358,3,Spambot,E-mail spambots,"e-mail addresses from material found on the Internet in order to build mailing lists for sending unsolicited e-mail, also known as spam."
359,3,Spambot,E-mail spambots,"Such spambots are web crawlers that can gather e-mail addresses from websites, newsgroups, special-interest group (SIG) postings, and chat-room conversations."
360,3,Spambot,E-mail spambots,"Because e-mail addresses have a distinctive format, such spambots are easy to code.
"
361,3,Spambot,E-mail spambots,A number of programs and approaches have been devised to foil spambots.
362,3,Spambot,E-mail spambots,"One such technique is address munging, in which an e-mail address is deliberately modified so that a human reader (and/or human-controlled web browser) can interpret it"
363,3,Spambot,E-mail spambots,but spambots cannot.
364,3,Spambot,E-mail spambots,"This has led to the evolution of more sophisticated spambots that are able to recover e-mail addresses from character strings that appear to be munged, or instead can render the text into a web browser and then scrape it for e-mail addresses."
365,3,Spambot,E-mail spambots,"Alternative transparent techniques include displaying all or part of the e-mail address on a web page as an image, a text logo shrunken to normal size using inline CSS, or as text with the order of characters jumbled, placed into readable order at display time using CSS."
366,3,Spambot,Forum spambots,"Forum spambots browse the internet, looking for guestbooks, wikis, blogs, forums, and other types of web forms that they can then use to submit bogus content."
367,3,Spambot,Forum spambots,These often use OCR technology to bypass CAPTCHAs.
368,3,Spambot,Forum spambots,"Some spam messages are targeted towards readers and can involve techniques of target marketing or even phishing, making it hard to tell real posts from the bot generated ones."
369,3,Spambot,Forum spambots,"Other spam messages are not meant to be read by humans, but are instead posted to increase the number of links to a particular website, to boost its search engine ranking.
"
370,3,Spambot,Forum spambots,One way to prevent spambots from creating automated posts is to require the poster to confirm their intention to post via e-mail.
371,3,Spambot,Forum spambots,"Since most spambot scripts use a fake e-mail address when posting, any email confirmation request is unlikely to be successfully routed to them."
372,3,Spambot,Forum spambots,"Some spambots will pass this step by providing a valid email address and use it for validation, mostly via webmail services."
373,3,Spambot,Forum spambots,"Using methods such as security questions are also proven to be effective in curbing posts generated by spambots, as they are usually unable to answer it upon registering."
374,3,Spambot,Twitter spambots,"A Twitterbot is a program used to produce automated posts on the Twitter microblogging service, or to automatically follow Twitter users."
375,3,Spambot,Twitter spambots,Twitterbots come in various forms.
376,3,Spambot,Twitter spambots,"For example, many serve as spam, enticing clicks on promotional links."
377,3,Spambot,Twitter spambots,"Others post @replies or automatically ""retweet"" in response to tweets that include a certain word or phrase."
378,3,Spambot,Twitter spambots,These automatic tweets are often seen as fun or silly.
379,3,Spambot,Twitter spambots,Some Twitter users even program Twitterbots to assist themselves with scheduling or reminders.
